2.6277647	-21.934687
-1.2452079	-0.47355133
4.6944075	-68.40097
-8.079187	-10.823128
-2.2208507	-2.9435143
3.6071057	-40.02942
-5.6433616	-15.290722
5.466705	-94.5464
-4.5127273	-12.031807
-4.0226254	-10.122016
-0.6550945	0.0028709625
-1.9731892	-2.1587892
3.6848679	-41.75491
2.05927	-14.275965
-4.821978	-13.117029
1.5529603	-9.022508
-2.2057064	-2.8930287
-4.8432198	-13.187175
-3.3945215	-7.5061293
-2.81927	-5.1457453
-8.807325	-4.741951
-1.498456	-0.93970764
-0.9992809	-0.1640338
3.308435	-33.810135
1.7719132	-11.12237
-3.6637745	-8.636568
3.186065	-31.444572
3.1049378	-29.933365
-5.5872903	-15.182999
4.36682	-58.86145
4.5808096	-64.99202
-3.7074707	-8.819483
4.1957583	-54.228535
0.07916116	-0.8592883
0	-0.67765826
-1.544886	-1.0400947
-1.3184824	-0.59377205
-0.4160015	-0.083876655
-1.5544603	-1.061342
-3.9609501	-9.87022
-2.8240516	-5.1646647
3.6576004	-41.144787
-3.99149	-9.995134
1.1274345	-5.647275
0.31832737	-1.550956
-1.3061274	-0.57264006
5.6981497	-103.43468
-7.9050183	-11.892975
-4.2929983	-11.198989
0	-0.67765826
