590	9
1120	6
1240	3
1120	28
1030	23
1490	11
720	24
1180	29
160	15
140	11
600	4
1060	12
1190	7
1260	21
950	27
310	25
570	10
150	12
780	20
1140	18
870	4
200	12
1140	9
110	12
1400	7
1270	7
1340	20
50	9
890	11
570	18
370	1
470	23
850	4
1490	5
1070	12
670	13
1090	15
1190	9
1450	9
920	15
210	13
1170	12
70	29
1440	21
410	24
1180	5
430	5
510	16
1170	11
1240	19
420	27
1030	16
1180	13
760	12
1300	22
460	9
1120	26
700	24
360	27
1100	18
250	9
1340	27
920	9
210	17
230	8
770	19
710	29
340	7
1110	8
900	19
680	17
1260	16
760	15
600	13
1030	16
450	25
910	7
690	29
10	23
1360	15
400	28
350	19
320	20
1220	23
950	7
100	29
480	3
210	18
650	11
570	4
1330	22
1330	19
1410	19
10	8
780	7
330	28
520	3
550	16
500	7
480	24
1010	19
1170	14
680	10
810	15
120	26
840	20
600	23
910	16
70	18
1020	17
1010	17
370	12
10	4
950	7
1090	18
380	7
40	17
670	8
1410	13
260	19
160	15
240	19
1000	17
820	17
730	24
710	22
810	23
220	4
570	12
660	10
1010	10
1170	14
920	11
940	25
500	11
900	18
630	2
670	6
600	18
1090	14
850	3
1080	27
210	16
1010	8
610	10
1300	17
1480	25
1410	23
1070	21
50	10
1390	21
330	5
320	25
470	14
460	29
1060	23
970	29
1140	18
890	26
480	3
1000	11
650	29
710	2
930	17
170	20
680	21
840	12
780	26
1280	17
1030	9
300	6
1430	13
940	3
1360	29
120	10
280	25
560	28
980	17
400	7
990	5
350	22
550	19
770	1
330	8
700	27
1110	1
260	2
1340	14
610	29
550	12
200	19
740	23
700	18
480	19
1120	28
890	19
1380	16
60	14
1230	10
1380	18
1280	20
790	6
890	6
1000	10
60	6
230	8
1280	8
50	18
360	18
250	27
1030	18
740	15
440	4
140	20
1490	13
980	3
110	22
800	14
140	10
250	9
1410	29
860	17
1200	10
1160	19
720	13
310	7
210	1
1390	8
250	1
1320	14
110	1
500	18
770	2
280	4
1090	17
770	28
640	26
1440	21
30	27
1060	29
510	13
250	17
330	13
1430	2
1220	9
450	3
640	20
320	27
970	29
90	22
210	20
1380	27
1360	9
1180	8
80	7
340	8
450	27
210	19
1260	23
570	3
150	4
430	14
390	13
760	22
980	2
70	2
1280	28
1230	20
770	8
990	28
960	20
10	17
70	2
1160	15
810	17
120	26
880	29
960	1
570	14
990	14
1150	2
920	1
270	6
590	10
140	14
180	18
140	13
660	13
180	21
600	7
980	29
290	3
1430	5
690	26
480	24
420	2
880	6
260	18
100	29
600	26
980	13
620	3
680	15
1170	5
800	7
1340	20
100	14
1210	23
1280	16
90	1
1060	16
20	9
280	3
0	27
380	25
520	4
440	16
820	7
870	4
930	14
560	9
500	3
1370	18
1460	4
570	12
1100	16
1380	12
240	5
620	4
1320	11
720	26
1340	21
1300	23
570	16
1350	18
280	22
1370	18
950	12
270	27
540	18
150	26
780	25
170	24
300	27
530	12
1200	14
350	8
1460	15
610	19
340	5
320	13
340	24
320	1
920	10
1130	23
1430	15
1150	9
400	18
540	2
860	2
830	14
280	15
1170	22
730	20
930	4
1480	16
1020	7
550	20
950	22
960	4
300	26
220	18
670	9
1020	28
1450	11
200	11
100	5
890	22
360	22
10	14
770	28
1050	18
1150	13
1220	17
1390	18
1470	19
600	14
1280	20
480	18
60	15
80	16
1040	8
1490	19
690	15
910	19
640	27
1070	5
890	8
260	16
1230	1
720	4
20	11
560	15
1450	18
470	27
610	19
1030	16
620	28
360	13
930	5
1430	9
1410	9
260	3
1370	7
1310	18
740	24
1150	1
0	27
800	10
1330	15
980	26
290	20
320	23
310	6
1120	19
20	22
1360	20
100	6
260	21
290	9
880	22
1090	21
640	18
1310	20
780	15
640	27
820	4
730	3
150	8
120	12
1310	21
720	8
860	22
1320	3
1420	24
1120	24
190	18
1350	27
200	14
380	18
1340	16
1000	8
290	4
280	23
270	29
110	27
950	24
630	26
370	14
210	20
1090	23
1090	21
1100	18
1170	28
330	17
1440	19
0	14
740	10
80	7
70	14
840	3
1360	29
1110	25
270	10
250	1
1000	19
500	17
1300	4
1200	28
780	17
480	7
830	18
10	14
1360	5
450	3
1220	1
640	20
170	19
1300	22
1430	27
640	14
1170	6
1340	9
420	13
910	12
810	3
1040	14
220	10
820	9
1440	9
1370	1
30	3
320	19
330	20
690	7
370	2
0	18
230	25
670	11
1070	21
240	15
810	27
790	22
500	29
780	23
120	17
1180	20
1480	12
650	20
1460	8
120	19
1440	11
200	15
130	3
460	9
1310	6
870	8
190	13
720	3
840	15
450	8
210	20
230	20
380	10
940	22
630	23
570	14
920	16
790	5
1180	2
950	8
980	7
1370	27
1480	16
800	17
1380	10
180	15
1440	25
710	9
320	14
360	22
660	17
1290	4
1200	4
960	17
1350	10
450	16
1280	2
880	27
1140	8
1020	22
1200	3
1230	3
950	27
730	23
90	8
1420	10
1190	26
1210	3
550	24
140	26
1320	28
970	18
50	18
940	27
360	17
770	28
1160	15
1410	11
1100	23
700	27
950	26
780	20
540	29
1090	28
340	15
800	28
230	24
1270	25
630	7
60	2
390	17
800	15
1080	29
820	9
1420	13
530	17
490	6
330	1
640	29
