33.73	0.21
23.97	4.61
48.9	0
15.21	20.52
46.55	10.06
42.03	61.84
8.22	69.63
20.68	0.56
8.48	28.4
8.55	62.33
43.26	15.95
33.54	45.39
4.68	0.42
4.12	14.86
32.67	68.89
0.67	18.37
35.96	69.62
16.64	2.49
5.16	0.2
7.09	13.66
69.33	36.71
21.69	80.19
0	43.26
0.67	53.84
10.82	16.43
5.45	0.57
84.93	2.34
2.13	7.45
4.7	4.56
29.11	22.8
0.13	46.42
32.47	9.25
14.93	11.12
65.24	4.89
38.72	22.49
38.23	3.02
12.23	32.9
24.91	23.44
1.9	7.3
45.38	16.83
46.56	46.63
37.62	22.46
2.91	48.11
13.33	0.53
9.98	32.78
5.37	1.37
18.63	10.83
6.28	4.27
2	45.09
26.28	58.42
5.85	45.36
41.79	55.27
26.8	0.08
5.72	8.4
18.92	14.59
80.17	70.33
25.33	51.58
11.01	17.12
89.52	4.93
39.57	9.12
13.72	0.28
12.84	56.76
1.61	36.84
5.1	0.97
28.66	41.72
1.3	17.17
37.65	28.36
1.16	56.37
13.47	36.91
69.51	0
63.01	23.46
7.61	4.3
59.59	46.36
55.32	42.19
37.16	21.74
38.01	81.2
26.88	28.57
35.28	26.9
20.83	63.04
41.86	33.47
67.67	30
2.36	59.02
3.22	32.53
4.66	47.35
56.39	12.5
28.49	29.82
1.6	3.1
0.84	0.12
11.09	29.22
8	9.3
64.1	3.12
75.46	36.52
0.34	75.56
0.64	19.16
8.55	12.6
49.9	50.67
2.14	8.19
8.5	29.72
23.33	8.89
27.83	10.54
35.01	73.24
1.09	22.84
21.17	6.28
19.17	0.71
37.95	25.62
42.95	0.95
12.07	54.74
67.13	58.54
5.69	8.69
0	40.77
59.83	8.26
4.86	10.64
0.85	94.11
39.8	6.27
13.37	38.82
27.93	42.7
18.64	4.59
6.16	7.71
76.72	9.52
0.4	63.8
1.92	59.63
70.64	3.35
40.37	4.87
29.51	8.64
7.86	54.5
3.3	18.26
0.01	18.46
2.9	0.73
69.48	13.58
0.9	5.96
30.22	14.18
1.22	17.75
4.79	1.61
5.44	38.95
16.33	58.92
45.83	7.24
34.06	12.42
31.81	7.09
10.15	74.48
64.54	89.4
32.22	2.28
0.47	54.95
30.41	25.35
33.09	14.1
12.08	17.66
50.19	53.38
8.26	40.52
24.51	0.68
23.81	2.76
18.57	11.49
49.9	38.13
4.09	62.26
49.94	27.62
6.75	0.81
23.1	25.91
10.72	11.23
12.68	51.86
1.39	74.48
4.52	25.07
12.96	49.53
47.47	80.63
1.56	9.32
71.77	8.8
26.25	27.26
27.65	8.53
56.23	41.94
48.56	37.35
20.18	80.59
46.44	11.31
5.12	20.05
19.47	8.87
22.08	25.76
11.3	43.21
47.66	0.3
1.48	2.31
14.76	80.63
4.84	11.55
11.75	6.74
70.62	17.77
8.2	2.39
46.6	4.83
39.31	1.12
38.99	6.99
9.55	16.09
16.89	13.79
21.09	34.89
43.04	62.27
10.08	51.04
0	62.06
46.85	58.87
19.88	61.32
9.23	42.11
2.81	11.59
1.74	2.18
19.71	12.26
9.8	83.69
2.2	6.07
54.71	43.68
27.57	4.13
82.04	0.32
14.31	76.21
33.42	2.5
18.25	34.12
22.51	56.28
25.28	67.82
21.02	24.16
12.29	14.28
22.19	0.27
40.1	24.07
1.78	5.2
7.26	0
24.22	25.27
3.83	1.55
7.29	14.18
19.22	18.89
58.6	21.76
49.21	41.77
7.25	7.35
78.76	65.94
51.93	12.89
82.75	11.96
9.74	44.28
15.64	15.92
36.08	29.82
7.11	44.3
35.7	24.05
39.06	5.06
42.43	31.65
0.17	53.39
2.69	30.68
10.62	0.21
5.86	15.26
54.4	17.29
16.39	20.97
40.73	18.33
49.88	7.16
41.22	47.94
17.36	11.03
2.5	73.55
17.15	5.21
4.92	22.85
8	14.08
14.01	13.93
20.38	28.8
18.38	17.01
68.72	39.76
28.46	18.93
39.82	9.05
25.12	27.83
4.79	22.62
3.96	8.88
45.14	13.85
13.87	0.65
12.36	7.46
18.46	25.15
55.48	85.29
7.43	9
5.94	15.39
62.98	5.35
60.55	8.96
37.35	29.91
52.28	57.81
0.12	49.67
59.63	35.36
4.3	14.69
36.48	12.05
1.81	7.8
39.78	25.1
10.6	0.26
9.75	7.01
68.15	0.03
37.12	77.39
9.26	22.15
30.79	12.22
25.36	5.25
30.58	58.95
7.37	16.47
46.03	16.27
13.81	55.9
0.95	0.75
27.74	0.41
24.71	7.43
54.76	31.92
4	6.52
1.34	54.39
1.94	12.99
35.25	26.41
41.41	25.11
54.65	1.17
43.56	4.96
6.58	1.65
72.94	28.9
32.16	6.78
7.67	21.15
12.15	0.78
19.59	10.49
39.83	27.56
41.73	14.04
44.3	0
7.84	31.96
0.74	14.03
63.04	0.17
2.9	0
68.57	6.79
40.1	9.14
1.49	79.18
3.47	25.85
0.26	11.13
22.36	43.25
6.23	49.49
4.22	13.74
43.1	26.29
2.03	16.54
24.43	8.98
0.42	2.47
14.37	35.42
3.44	2.27
3.12	51.44
31.41	12.96
28.55	4.77
9.81	29.99
8.93	69.99
30.79	16.64
2.14	8
32.33	45.61
25.42	55.18
13.66	52.73
5.78	39.76
51.82	6.89
3.54	29.96
26.73	57.98
8.43	39.18
49.88	13.22
10.66	1.72
37.08	48.38
16.05	21.87
61.47	20.07
9.79	7.78
11.86	1.96
14.93	30.06
0.45	68.85
15.37	72.03
18.5	13.66
62.68	12.69
0.08	35.59
15.29	6.57
36.59	0.87
1.79	1.05
29.89	26.08
21.65	14.12
47.84	1.26
15.7	3.83
28.52	10.23
0.67	4.39
36.56	16.62
17.16	55.68
4.49	1.96
6.02	4.57
27.18	31.98
76	75.54
32.67	28.33
25.48	25.53
23.57	62.04
11.3	3.52
23.53	2.86
12.43	25.29
30.01	87.02
46.39	8.37
29.4	23.19
3.54	2.77
14.75	24.64
36.47	8.82
2.82	54.03
27.15	3.81
22.69	4.77
47.35	38.47
11.03	77.03
66.19	0.94
15.44	84.78
59.55	5.47
19.55	7.21
4.75	0.35
0.24	4.64
38.51	9.84
93.87	6.18
15.38	15.79
16.54	28.11
10.79	25.09
16.63	64.9
4.96	36.67
71.18	70.29
25.49	0.35
5.89	2.17
11.31	5.97
4.97	46.24
6.61	0.46
0	47.8
14.45	3.84
8.89	59.11
22.48	5.33
2.12	23.42
8.17	1.88
22.23	49.54
71.94	28.14
44.71	17.42
46.94	62.7
37.39	7.39
27.57	39.32
8.26	1.45
60.79	1.54
34.15	7.71
33.57	22.26
11.74	8.03
67.04	49.43
0.28	26.52
1.63	46.58
19.64	13.58
36.71	1.85
11.82	4.5
8.29	4.56
12.84	1.92
35.74	48.25
21.07	0.94
60.59	20.75
9.4	30.52
19.37	21.56
2.72	21.96
43.71	45
0.7	44.85
38.4	6.75
21.58	1.84
47.2	17.15
33.43	5.93
24.79	1.95
61.05	8.4
7.5	12.65
12.41	71.72
2.77	47.37
3.27	0.79
7.61	21.22
44.07	37.11
32.33	14.84
35.18	2.75
25.62	7.89
88.1	22.97
26.38	53.22
89.16	2.37
46.09	44.21
79.43	50.39
7.23	14.99
33.78	6.66
18.97	14.04
54.02	36.98
18.8	22.63
23.98	34.23
28.46	50.07
0.16	6.68
1.72	57.51
2.62	28.54
67.89	9.41
34.77	15.31
19.02	54.69
7.3	12.56
54.77	0
53.76	2.66
0	8.25
1.11	1.5
3.78	52.02
0.6	20.87
42.52	78.03
